priority_rank	priority_score	priority_reason	judet_rank_active	localitate_total_active	categorie	denumire	numar_registru_national	status_normalizat	judet_cheie	localitate_cheie	judet	localitate	adresa	scop_initial	hg_utilitate_publica	data_hg_utilitate_publica	sursa_url
3626	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""HUA TUO"""	3102/B/2006	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.BREAZA NR.39	sprijinirea materiala si financiara a copiilor supradotati aflati in dificultate, precum si a celor de la casele de copii si handicapati			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3627	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""INSTITUTUL DE DIPLOMATIE RELIGIOASA"""	914/B/2002	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	CALEA DOROBANTILOR NR.99 BL.9B AP.5	DESCOPERIREA CELOR MAI EFICIENTE METODE PRIN CARE BISERICA (PRIN REPREZENTANTII EI, CLERICI SI MIRENI) SA-SI ASUME RASPUNDEREA DE MEDIATOR AL SOCIETATII ROMANESTI, ADICA SA CONTRIBUIE SUBSTANTIAL LA APLANAREA ORICARUI CONFLICT SOCIAL SI SA DEZVOLTE UN DIALOG REAL INTRE MEMBRI COMUNITATILOR, INDIFERENT DE POZITIA LOR SOCIALA, AFILIATIE POLITICA, ETNIE SAU CONFESIUNE RELIGIOASA			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3628	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""IZVOR"" CLUJ-NAPOCA"	194/B/1995	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. LUNII NR.20, AP.4	Acordarea de sprijin persoanelor fara loc de munca si initierea de intreprinderi mici			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3629	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""JAKABFFY ELEMER ALAPITVANY"""	863/B/2002	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.IULIU MANIU NR.39 AP.4	PASTRAREA SI DEZVOLTAREA, CONTINUAREA MOSTENIRII SPIRITUALE A LUI JAKABFFY ELEMER, SAVANT DE RENUME INTERNATIONAL, EMINENT JURIST DIN PERIOADA INTERBELICA DIN ROMANIA			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3630	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""LOGOS'"	7/B/1991	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	str.Donath nr.60 bl.P5 sc.2 ap.15	Producerea si distribuirea cu scop necomercial de carti, reviste, ziare,discuri, formarea si dezvoltarea de autori, artisti, redactori, etc.; promovarea unei filosofii crestine de viata care sa se materializeze intr-o viata integrata si relevanta, intr-un mod care sa reflecte caracterul lui Dumnezeu si sa fie in acord cu valoarea data de Dumnezeu omului.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3631	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""NAPOSTOM"""	60/B/2002	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.ARON DENSUSIANU NR.9	COLABORAREA CU ASOCIATII SIMILARE DIN TARA SI STRAINATATE			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3632	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""NIC TITULESCU "" CLUJ-NAPOCA"	201/B/1995	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	BD. 21 DECEMBRIE 1989 NR.128, AP.629	Sprijinirea procesului de invatamant			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3633	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""ORIENTALIA"" CLUJ"	120/B/1994	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. MICUS NR. 8, BL A.10, AP.24	Promovarea studiilor de limba, filozofie, religie, cultura si civilizatie orientala			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3634	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""PETROS MISSION ROMANIA"""	4050/B/1995	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.ALESD NR.18	CARACTER PROFUND UMANITAR SI CRESTIN, AVAND CA BAZĂ PRINCIPIILE MORALE ALE BIBLIEI PENTRU A TRANSMITE ÎNVĂŢĂTURILE ŞI VALORILE EI			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3635	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""PONTES"""	3/B/1991	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. GH.DIMA NR. 28 AP.6	Fornmarea si informarea corecta a opiniei publice din tara noastra referitor la			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3636	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""PRO CLINICA PEDIATRIE III CLUJ-NAPOCA"""	3590/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.CAMPENI NR.2-4	AMELIORAREA ASISTENTEI MEDICALE A COPIILOR INTERNATI LA CLINICA PEDIATRIE III			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3637	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""PRO MUSICA VERA"""	114/B/2001	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.PEANA NR.17 AP.10	RRIDICAREA NIVELULUI INTERPRETATIV INSTRUMENTAL SI VOCAL AL ELEVILOR SCOLILOR SI LICEELOR DE MUZICA SAU AL TUTUROR CELOR INTERESATI DE STUDIUL MUZICII DIN TARA SI STRAINATATE			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3638	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""PRO WEST"""	1/B/2002	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	BD.EROILOR NR.7 AP.6	INFIINTAREA DE INSTITUTII DE EDUCATIE SI INVATAMANT CU PREDARE IN LIMBILE: ROMANA, ENGLEZA, GERMANA, FRANCEZA, ITALIANA, SPANIOLA, MAGHIARA PRECUM SI IN TOATE LIMBILE SOLICITATE DE ALTE ETNII, CARE VOR CUPRINDE TOATE NIVELELE EDUCATIONALE			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3639	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""PRO-ECCO"""	4378/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.TASNAD NR.20 AP.42	EDUCAREA SENTIMENTULUI DE RESPECT FATA DE NATURA SI MEDIUL INCONJURATOR			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3640	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""PROGRESS"""	3065/B/2000	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.REPUBLICII NR.60	INTRETINEREA UNOR ACTIUNI CULTURALE, TRADITIONALE SI MODERNE, CU SPRIJINUL SI IN BENEFICIUL COMUNITATII			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3641	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""PRORROMA"""	6/B/2008	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.OASULUI NR.347	CONTRIBUIREA LA O ACTUALIZARE PUTERNICA A VALORILOR DE ORDIN SOCIAL, PRIN INTERMEDIUL MIJLOACELOR SI ACTIVITATILOR SPECIFICE			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3642	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""SOROS"" PENTRU O SOCIETATE DESCHISA"	116/B/1994	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.TEBEI NR. 21	Dezvoltarea unei societati deschise prin promovarea studiului limbilor straine			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3643	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""SPECTACOL XXI"""	4107/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.SCORTARILOR NR.12-24 AP.7	INTEGRARE EUROPEANA CULTURALA			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3644	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""TEACH THE CHILDREN"""	113/B/2001	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	CLUJ-NAPOCA STR.AGRONOMILOR NR.5	ACTIVITATI EDUCATIONALE PENTRU COPII SI TINERI			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3645	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""TINERETUL"""	321/B/2000	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.DEVA,NR.4,AP.10	Contribuire la ridicarea gradului de civilizatie si integrarea socio-profesionala a oamenilor,prin organizarea invatamantului preuniversitar particular, cat si prin alte actiuni cultural-educative si turistice.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3646	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""UMANITAS"""	807/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. FABRICII NR.5, BL.B5, AP.75	Sprijinirea materiala a categoriilor sociale defavorizate			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3647	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""VIDEO PONTES"""	25/B/1993	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	sSTR.E.RACOVITA NR.3 AP.2				https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3648	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	"FUNDATIA ""VIPASSANA ROMANIA"""	21/B/2008	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	ALEEA AZUGA NR.9 AP.38	SCOPUL IL CONSTITUIE BINELE SOCIETATII, IAR PENTRU ACEASTA VA ADOPTA TEHNICA DE MEDITATIE VIPASSANA			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3649	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA 'I ZABEL' CLUJ	115/B/1994	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.EROILOR NR.27	Promovarea de actiuni caritabile si de asistenta sociala pentru orfani si batrani			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3650	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA A.N.O.	1138/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. AL. VLAHUTA NR. 31	Activitati culturale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3651	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ABEL	462/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. A.IANCU NR. 21	Sprijinirea organizatiilor de tineret maghiare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3652	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ABONATII CA-TV	935/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. UZINEI ELECTRICE NR. 19 AP,26	Imbunatatirea calitativa a receptiei programelor.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3653	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ABRONA	148/B/1999	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. GH.DOJA NR. 13 AP.8	Dezvoltarea asistentei sociale acordata persoanelor sarace.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3654	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ACONIA & CO CLUJ	1034/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. MUNCITORILOR NR L, AP.22	Acordarea de ajutoare materiale handicapatilor si copiilor orfani			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3655	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ACTIUNEA RASARIT DE SOARE SONNENSCHEIN ROMANIA	949/B/2000	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.V.BABES NR.43	STIMULAREA COOPERARII INTERDISCIPLINARE A PEDIATRILOR SI INTEGRAREA COPIILOR CU HANDICAP			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3656	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ACTIVA	395/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. ALBAC NR. 14	Activitati cu caracter sportiv.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3657	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ACUM	384/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. V.LUPU NR. 18	Activitati caritabile.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3658	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AD HONORES	1237/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. DOROBANTILOR NR. 109 AP.68	Activitati de asistenta sociala.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3659	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ADAUGEO SPES	841/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. VIILOR NR. 13 AP.20	Activitati umanitare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3660	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ADRIA	993/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. AL.VLAHUTA NR. 31 AP.2	Acte de caritate constind in furnizarea de medicamente si de bunuri de consum.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3661	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ADRIANCA AGROTUR	1142/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. BUCIUM NR. 9	Activitati filantropice.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3662	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AEROFAN CLUB	852/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. PRIMAVERII NR. 26 AP.352	Desfasurarea de activitati in domeniul aviatiei			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3663	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AFA	1141/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. BILEA NR. 6 AP.21	Recuperarea si restituirea valorii muzicii cu tematica de fanfara, societatii.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3664	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AGAPE PENTRU OCROTIREA VIETII	3846/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	CLUJ-NAPOCA str.Ţebei nr.21 corp C et.I sala nr.12, jud.Cluj	Recunoasterea valorii vietii umane a copiilor si familiei, crearea de conditii optime de dezvoltare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3665	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AGAPIS	1235/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. LUNII NR. 1 AP.21	Activitati umanitare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3666	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AGENTIA DE STOCAQRE SI ANALIZA A INFORMATIEI	84/B/2000	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. ALBINII NR. 26 AP.1	Recuperarea, stocarea si clasificarea informatiei publice.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3667	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AGORA PEER	195/B/1999	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. N.TITULESCU NR. 22 AP.25	Activitati educative.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3668	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AGROPERFORM	938/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. TABEREI NR.13	ACTIVITATI PENTRU MODERNIZAREA AGRICULTURII			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3669	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AID LINE	1125/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR/ MEHEDINTI NR. 5 AP.32	Activitati caritabile.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3670	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AIDE	1300/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. TARNITA NR. 2 AP.93	Activitati sportive.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3671	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AJUTOR PENTRU VIATA	823/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR GR. ALEXANDRESCU NR. 35 AP.50	Acordarea ajutorarelor.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3672	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AJUTORUL FAMILIEI	3863/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. PARING NR. 7 AP.5	Activitati caritabile.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3673	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ALCOS	1194/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. METEOR NR. 2 AP.6	Activitati caritabile.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3674	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ALEXANDRA	1191/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. TRASCAULUI NR. 4 AP.3	Activitati culturale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3675	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ALEXANDRINA	449/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. MURESULUI NR, 54 AP.2	Actiuni umanitare si culturale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3676	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ALFA PENTRU CULTURA SI EDUCATIE SCOLARA	89/B/2000	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. N.TITULESCU NR. 30 AP.25	Sprijinirea si promovarea culturii si educatiei.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3677	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ALINDOR	1292/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. AUREL VLAICU NR./ 19 AP.12	Dezvoltarea traditiilor populare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3678	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ALMA MATER NAPOCENSIS	72/B/1993	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ- NAPOCA	sediul fundaţiei fiind în Cluj-Napoca, str. M. Kogălniceanu nr. 1, etajul 1, camera 121	Sprijinirea procesului de intavamint universitar, acordarea de burse studentilor,cadrelor didactice			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3679	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ALMA MOHORA POPOVICI	837/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. CLINICILOR NR. 26	Ridicarea nivelului de civilizatie prin invatamint sanatate si cultura.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3680	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ALMAS	1115/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. MARAMURESULUI NR. 166	Combaterea saraciei, durerilor si suferintelor semenilor nostrii pentru promovarea calitatii			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3681	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ALTA PENTRU CULTURA SI EDUCATIE SCOLARA TACES	89/B/2000	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. N.TITULESCU NR. 30 AP.25	Sprijinirea si promovarea culturii si educatiei.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3682	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AMIVA	1069/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. AL.BORZA NR. 1/A	Activitati cu caracter umanitar si filantropic.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3683	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANA	957/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.DOROBANTILOR NR.17 AP.7	ACTIVITATI DE CARITATE			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3684	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANA MARIA HUMANITAS CLUJ	1286/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. F-CII DE ZAHAR NR.13, AP.3	Promovarea de actiuni umanitare si filantropice			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3685	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANAT	447/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. BIRSEI NR. 3 AP.2	Activitati cultural educative.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3686	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANCA CLUJ-NAPOCA	4061/B/1995	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.MUNCITORILOR NR.20 SC.1 BL.M8 AP.6	AJUTORAREA COPIILOR LIPSITI DE POSIBILITATI MATERIALE ŞI FINANCIARE CARE DORESC SA INVETE FOLOSIREA CALCULATOARELOR PC SI STABILIREA DE LEGATURI PRIN RETEAUA INTERNET CU COPII DIN ALTE TARI PRECUM SI ASIGURAREA BAZEI MATERIALE NECESARE			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3687	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANCADA	1251/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. G.COSBUC NR. 8	Activitati sportive.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3688	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANDORA	974/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. NICOLAE TECLU NR.5	Promovarea si sprijinirea progresului tehnic medical.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3689	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANDREICANA	3161/B/2009	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	Cluj-Napoca, str. Mehedinti, nr.43-45, ap.37, jud. Cluj	Fundaþia are drept scop un interes obºtesc constând în combaterea sãrãciei, degradãrii umane, durerilor ºi siferinþelor umane, pentru promovarea calitãþii vieþii individuale ºi colective.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
